Firm Name,Group,Joint Reporting,Reporting period,Banking and credit cards,Decumulation & pensions,Home finance,Insurance & pure protection,Investments,
PSA Finance UK Limited,PSA FINANCE UK LIMITED,no,01-01-2021 to 30-06-2021,,,,18.6%,,18.6%
Qmetric Group Limited,NO GROUP,no,01-10-2020 to 31-03-2021,,,,22.6%,,22.6%
Quilter Investment Platform Limited,QUILTER PLC,no,01-01-2021 to 30-06-2021,,,,,78.5%,78.5%
Quilter Life & Pensions Limited,QUILTER PLC GROUP,no,01-01-2021 to 30-06-2021,,83.4%,,,87.9%,83.9%
RAC Motoring Services,RAC GROUP (HOLDINGS) LIMITED,yes,01-01-2021 to 30-06-2021,,,,,,
RBS Collective Investment Funds Limited,THE ROYAL BANK OF SCOTLAND GROUP,no,01-01-2021 to 30-06-2021,,,,,74.3%,74.3%
RCI Financial Services Limited,RENAULT,no,01-01-2021 to 30-06-2021,,,,0.0%,,0.0%
ReAssure Limited,SWISS RE AG,no,01-01-2021 to 30-06-2021,,76.7%,0.0%,60.0%,75.4%,74.1%
Resolution Compliance Limited,NO GROUP,no,01-10-2020 to 31-03-2021,,,,0.0%,21.4%,21.4%
Retail Money Market Ltd,RETAIL MONEY MARKET LTD,no,01-01-2021 to 30-06-2021,,,,,20.6%,20.6%
Right Choice Insurance Brokers Ltd,NO GROUP,no,01-01-2021 to 30-06-2021,,,,,,
Royal & Sun Alliance Insurance Limited,RSA INSURANCE UK,no,01-01-2021 to 30-06-2021,,,,63.6%,,63.6%
Saga Services Limited,SAGA PLC,no,01-08-2020 to 31-01-2021,,,,26.3%,,26.3%
Sainsbury's Bank Plc,J SAINSBURY PLC,no,01-09-2020 to 28-02-2021,66.4%,,57.8%,43.3%,,64.4%
Santander Cards UK Limited,SANTANDER UK - GROUP,no,01-01-2021 to 30-06-2021,21.7%,,,61.2%,,61.1%
Santander Consumer (UK) Plc,SANTANDER UK - GROUP,no,01-01-2021 to 30-06-2021,,,,0.0%,,0.0%
Santander ISA Managers Limited,SANTANDER UK - GROUP,no,01-01-2021 to 30-06-2021,,,,,46.6%,46.6%
Santander UK Plc,SANTANDER UK - GROUP,no,01-01-2021 to 30-06-2021,43.5%,40.0%,51.4%,5.0%,15.2%,38.2%
Scottish Equitable Plc,AEGON NV,no,01-01-2021 to 30-06-2021,,52.2%,,43.4%,49.5%,51.1%
Scottish Friendly Assurance Society Limited,NO GROUP,no,01-01-2021 to 30-06-2021,,82.9%,0.0%,56.8%,71.1%,70.6%
Scottish Widows Limited,LLOYDS BANKING GROUP PLC,no,01-01-2021 to 30-06-2021,,85.0%,,78.4%,90.3%,84.9%
Scottish Widows Unit Trust Managers Limited,LLOYDS BANKING GROUP PLC,no,01-01-2021 to 30-06-2021,,,,,78.0%,78.0%
Secure Trust Bank Plc,SECURE TRUST BANK PLC,no,01-01-2021 to 30-06-2021,46.7%,,46.2%,50.0%,,46.6%
Shawbrook Bank Limited,SHAWBROOK GROUP PLC,no,01-01-2021 to 30-06-2021,46.5%,,58.6%,,,49.9%
Shop Direct Finance Company Limited,THE VERY GROUP,no,01-01-2021 to 30-06-2021,,,,86.2%,,86.2%
Simplyhealth Access,SIMPLYHEALTH GROUP LIMITED,no,01-01-2021 to 30-06-2021,,,,35.1%,,35.1%
Skipton Building Society,SKIPTON BUILDING SOCIETY,no,01-01-2021 to 30-06-2021,73.8%,88.2%,55.2%,32.5%,77.0%,68.5%
Society of Lloyd's,SOCIETY OF LLOYD'S,no,01-01-2021 to 30-06-2021,,,,36.1%,,36.1%
Somerset Bridge Insurance Services Limited,NO GROUP,no,01-01-2021 to 30-06-2021,,,,35.0%,,35.0%
Soteria Insurance Limited,CO-OPERATIVE GROUP LIMITED,no,01-01-2021 to 30-06-2021,,,,59.4%,,59.4%
SquareTrade Limited,THE ALLSTATE CORP.,no,01-01-2021 to 30-06-2021,,,,74.1%,,74.1%
St Andrew's Insurance Plc,LLOYDS BANKING GROUP PLC,no,01-01-2021 to 30-06-2021,,,,48.8%,,48.8%
St James's Place UK plc,ST. JAMES'S PLACE PLC,no,01-01-2021 to 30-06-2021,,82.4%,,66.7%,80.5%,81.5%
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE GROUP,no,01-01-2021 to 30-06-2021,0.0%,30.2%,19.0%,17.3%,26.2%,27.0%
Standard Life Assurance Limited,PHOENIX GROUP HOLDINGS PLC,no,01-01-2021 to 30-06-2021,,52.8%,69.6%,27.8%,40.6%,51.4%
Starling Bank Limited,NO GROUP,no,01-10-2020 to 31-03-2021,25.3%,,,,,25.3%
Starr International (Europe) Limited,"STARR INTERNATIONAL COMPANY, INC.",no,01-01-2021 to 30-06-2021,,,,77.5%,,77.5%
Studio Retail Limited,STUDIO RETAIL GROUP PLC,no,01-10-2020 to 31-03-2021,,,,97.6%,,97.6%
Suffolk Life Pensions Limited,CURTIS BANKS GROUP,no,01-01-2021 to 30-06-2021,,,,,,
Sun Life Assurance Company of Canada (U.K.) Limited,SUN LIFE FINANCIAL INC.,no,01-01-2021 to 30-06-2021,,47.3%,,20.9%,52.3%,82.4%
Tandem Bank Limited,NO GROUP,no,01-01-2021 to 30-06-2021,70.8%,,,,,70.8%
Target Servicing Limited,NO GROUP,no,01-10-2020 to 31-03-2021,,,36.0%,,,36.0%
Telefonica Seguros y Reaseguros Compania Aseguradora S.A.U.,NO GROUP,no,01-01-2021 to 30-06-2021,,,,59.3%,,59.3%
Temple Finance Limited,BRIXWORTH INVESTMENTS LTD,no,01-10-2020 to 31-03-2021,,,,36.6%,,36.6%
Tesco Personal Finance PLC,TESCO PLC,no,01-09-2020 to 28-02-2021,50.0%,,,53.8%,,50.9%
Tesco Underwriting Limited,AGEAS SA-NV,no,01-01-2021 to 30-06-2021,,,,39.5%,,39.5%
The Co-operative Bank Plc,CO-OPERATIVE BANK HOLDINGS (THE),no,01-01-2021 to 30-06-2021,46.5%,0.0%,51.7%,26.7%,9.1%,47.1%
The Mortgage Business Plc,LLOYDS BANKING GROUP PLC,no,01-01-2021 to 30-06-2021,,,44.2%,,,44.2%
The Mortgage Works (UK) Plc,NATIONWIDE BUILDING SOCIETY,no,01-10-2020 to 31-03-2021,,,47.7%,,,47.7%
The National Farmers' Union Mutual Insurance Society Limited,NFU MUTUAL INSURANCE SOCIETY LIMITED,yes,01-01-2021 to 30-06-2021,,42.1%,,51.7%,50.0%,51.5%
The Prudential Assurance Company Limited,PRUDENTIAL PLC,yes,01-01-2021 to 30-06-2021,,88.3%,38.1%,85.2%,86.7%,87.8%
The Royal Bank of Scotland Plc,THE ROYAL BANK OF SCOTLAND GROUP,no,01-01-2021 to 30-06-2021,68.9%,14.3%,76.2%,71.9%,49.4%,69.8%
The Royal London Mutual Insurance Society Limited,THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LTD,no,01-01-2021 to 30-06-2021,,62.3%,,48.5%,49.1%,56.8%
The Share Centre Limited,SHARE PLC,no,01-01-2021 to 30-06-2021,,33.3%,,,49.4%,48.9%
Topaz Finance Limited,COMPUTERSHARE LIMITED,no,01-01-2021 to 30-06-2021,,,42.4%,,,42.4%
Towergate Underwriting Group Limited,ARDONAGH GROUP,no,01-01-2021 to 30-06-2021,,,,65.1%,,65.1%
Trading 212 UK Limited,NO GROUP,no,01-01-2021 to 30-06-2021,,,,,,
TSB Bank plc,BANCO DE SABADELL SA,no,01-01-2021 to 30-06-2021,68.4%,,60.7%,60.3%,,67.9%
U K Insurance Limited,DIRECT LINE INSURANCE GROUP PLC,no,01-01-2021 to 30-06-2021,,,,66.2%,,66.2%
UK General Insurance Limited,NO GROUP,no,01-10-2020 to 31-03-2021,,,,53.1%,,53.1%
Union Reiseversicherung AG,NO GROUP,no,01-10-2020 to 31-03-2021,,,,23.8%,,23.8%
Unum Ltd,NO GROUP,no,01-01-2021 to 30-06-2021,,,,42.7%,,42.7%
"Vanguard Asset Management, Ltd",VANGUARD ASSET MANAGEMENT LTD,no,01-01-2021 to 30-06-2021,,67.7%,,,71.9%,70.8%
Vanquis Bank Limited,PROVIDENT FINANCIAL PLC,no,01-01-2021 to 30-06-2021,28.2%,,,,,28.2%
Vitality Corporate Services Limited,RAND MERCHANT INVESTMENT HOLDINGS LTD,yes,01-01-2021 to 30-06-2021,,90.9%,,48.7%,77.8%,48.8%
Volkswagen Financial Services (UK) Limited,NO GROUP,no,01-01-2021 to 30-06-2021,,,,92.3%,,92.3%
Xbridge Limited,NO GROUP,no,01-01-2021 to 30-06-2021,,,,39.2%,,39.2%
Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,no,01-01-2021 to 30-06-2021,71.4%,0.0%,58.7%,44.1%,0.0%,67.0%
Zopa Bank Limited,NO GROUP,yes,01-01-2021 to 30-06-2021,32.6%,,,,12.1%,27.7%
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG,no,01-01-2021 to 30-06-2021,,43.0%,0.0%,43.4%,50.7%,43.9%
Zurich Insurance PLC,ZURICH INSURANCE GROUP AG,no,01-01-2021 to 30-06-2021,,,,65.2%,,65.2%
Accord Mortgages Limited,ACCORD MORTGAGES LIMITED,no,01-07-2020 to 31-12-2020,100.0%,,60.5%,0.0%,,60.7%
Acorn Insurance & Financial Services Ltd,NO GROUP,no,01-07-2020 to 31-12-2020,,,,54.4%,,54.4%
Acromas Insurance Company Limited,SAGA PLC,no,01-02-2020 to 31-07-2020,,,,36.1%,,36.1%
Action 365 Ltd,NO GROUP,no,01-07-2020 to 31-12-2020,,,,26.2%,,26.2%
Adrian Flux Insurance Services Group,NO GROUP,no,01-03-2020 to 31-08-2020,,,,17.4%,,17.4%
Ageas Insurance Limited,AGEAS SA-NV,no,01-07-2020 to 31-12-2020,,,,40.3%,,40.3%
Ageas Retail Limited,AGEAS SA-NV,no,01-07-2020 to 31-12-2020,,,,40.0%,,40.0%
AIB Group (UK) Plc,AIB GROUP PUBLIC LIMITED COMPANY,no,01-07-2020 to 31-12-2020,45.2%,0.0%,51.1%,30.0%,0.0%,45.0%
Aioi Nissay Dowa Insurance UK Limited,MS & AD INSURANCE GROUP,yes,01-07-2020 to 31-12-2020,,,,41.5%,,41.5%
AJ Bell Securities Limited,AJ BELL PLC,no,01-04-2020 to 30-09-2020,,22.6%,,,33.6%,30.9%
Al Rayan Bank PLC,NO GROUP,no,01-07-2020 to 31-12-2020,44.5%,,41.1%,,,44.0%
Aldermore Bank Plc,FIRSTRAND LIMITED,no,01-07-2020 to 31-12-2020,51.5%,,32.6%,,,42.2%
Allianz Insurance Plc,ALLIANZ SE,no,01-07-2020 to 31-12-2020,,,,64.4%,,64.4%
American Express Services Europe Limited (AESEL),AMERICAN EXPRESS,no,01-07-2020 to 31-12-2020,41.9%,,,43.1%,,42.0%
American International Group UK Limited,"AMERICAN INTERNATIONAL GROUP, INC. (AIG)",yes,01-06-2020 to 30-11-2020,,,,68.8%,,68.8%
Amtrust Europe Limited,AMTRUST FINANCIAL SERVICES INC,no,01-07-2020 to 31-12-2020,,,,35.0%,,35.0%
Animal Friends Insurance Services Ltd,NO GROUP,no,01-07-2020 to 31-12-2020,,,,37.0%,,37.0%
Arthur J. Gallagher Insurance Brokers Limited,ARTHUR J. GALLAGHER & CO.,yes,01-07-2020 to 31-12-2020,,,,61.5%,,61.5%
Assurant General Insurance Limited,ASSURANT INC,no,01-07-2020 to 31-12-2020,,,,50.7%,,50.7%
Astrenska Insurance Limited,PARMINDER LIMITED,no,01-05-2020 to 31-10-2020,,,,51.8%,,51.8%
Asurion Europe Limited,NEW ASURION CORP,no,01-07-2020 to 31-12-2020,,,,41.8%,,41.8%
ATLANTA 1 INSURANCE SERVICES LIMITED,ARDONAGH GROUP,no,01-07-2020 to 31-12-2020,,,,31.2%,,31.2%
Atom Bank PLC,ATOM BANK PLC,no,01-04-2020 to 30-09-2020,30.7%,,38.9%,,,32.6%
Automobile Association Insurance Services Limited,AA PLC,no,01-02-2020 to 31-07-2020,,,,36.7%,,36.7%
Aviva Insurance Limited,AVIVA PLC,no,01-07-2020 to 31-12-2020,,,,73.6%,,73.6%
Aviva Life Services UK Limited,AVIVA PLC,no,01-07-2020 to 31-12-2020,,69.6%,36.5%,42.5%,63.9%,61.5%
Aviva UK Digital Limited,AVIVA PLC,no,01-07-2020 to 31-12-2020,,,,46.5%,,46.5%
AWP Assistance UK Ltd,ALLIANZ SE,no,01-07-2020 to 31-12-2020,,,,78.8%,,78.8%
AWP P&C SA,ALLIANZ SE,no,01-07-2020 to 31-12-2020,,,,34.5%,,34.5%
AXA France IARD,NO GROUP,no,01-07-2020 to 31-12-2020,,,,48.8%,,48.8%
AXA Insurance UK Plc,AXA SA,no,01-07-2020 to 31-12-2020,,,,60.6%,,60.6%
AXA PPP Healthcare Limited,AXA SA,no,01-07-2020 to 31-12-2020,,,,38.4%,,38.4%
B & C E Financial Services Limited,B&CE HOLDINGS LIMITED,no,01-04-2020 to 30-09-2020,,16.9%,,,,16.9%
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP PLC,yes,01-07-2020 to 31-12-2020,41.5%,,27.9%,69.9%,0.0%,41.4%
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,no,01-07-2020 to 31-12-2020,66.2%,22.2%,60.1%,48.9%,45.4%,57.0%
Barclays Bank Plc,BARCLAYS PLC,no,01-07-2020 to 31-12-2020,64.6%,,66.7%,0.0%,51.2%,64.5%
Barclays Bank UK PLC,BARCLAYS PLC,yes,01-07-2020 to 31-12-2020,59.1%,44.2%,67.1%,71.5%,53.6%,65.1%
Bennetts Motorcycling Services Limited,SAGA PLC,no,01-07-2020 to 31-12-2020,,,,37.5%,,37.5%
BISL Limited,BGL GROUP,no,01-07-2020 to 31-12-2020,,,,48.7%,,48.7%
Black Horse Limited,LLOYDS BANKING GROUP PLC,no,01-07-2020 to 31-12-2020,,,25.0%,71.9%,,71.9%
BMW Financial Services(GB) Limited,BMW AG,no,01-07-2020 to 31-12-2020,,,,25.0%,,25.0%
Bollington Insurance Brokers Limited,BOLLINGTON WILSON GROUP LIMITED,no,01-07-2020 to 31-12-2020,,,,25.4%,,25.4%
Bought By Many Ltd,NO GROUP,no,01-04-2020 to 30-09-2020,,,,38.2%,,38.2%
Bradford & Bingley Plc,UK ASSET RESOLUTION LIMITED,yes,01-04-2020 to 30-09-2020,,60.0%,44.4%,23.0%,28.1%,26.1%
Brightside Insurance Services Limited,"ANACAP FINANCIAL PARTNERS II, L.P.",no,01-07-2020 to 31-12-2020,,,,61.2%,,61.2%
British Gas Services Limited,CENTRICA PLC,yes,01-07-2020 to 31-12-2020,,,,98.5%,,98.5%
BUPA Insurance Services Limited,THE BRITISH UNITED PROVIDENT ASSOCIATION LTD,yes,01-07-2020 to 31-12-2020,,,,55.1%,,55.1%
Call Assist Ltd,CALL ASSIST LIMITED,no,01-05-2020 to 31-10-2020,,,,46.0%,,46.0%
Capital One (Europe) plc,CAPITAL ONE FINANCIAL CORPORATION,no,01-07-2020 to 31-12-2020,20.8%,,,56.2%,,26.5%
Car Care Plan Ltd,AMTRUST FINANCIAL SERVICES INC,no,01-07-2020 to 31-12-2020,,,,41.1%,,41.1%
Carole Nash Insurance Consultants Ltd,ARDONAGH GROUP,no,01-07-2020 to 31-12-2020,,,,61.6%,,61.6%
Cater Allen Limited,BANCO SANTANDER SA,no,01-07-2020 to 31-12-2020,58.9%,,,,,58.9%
Caversham Insurance Limited,NO GROUP,no,16-04-2020 to 15-10-2020,,,,37.0%,,37.0%
Charter Court Financial Services Limited,CHARTER COURT FINANCIAL SERVICES GROUP PLC,no,01-07-2020 to 31-12-2020,28.6%,,36.0%,,,33.6%
Chubb European Group SE,CHUBB LIMITED,no,01-07-2020 to 31-12-2020,,,,59.5%,,59.5%
Citibank UK Limited,CITIGROUP INC,no,01-07-2020 to 31-12-2020,44.1%,,,0.0%,57.4%,45.1%
ClearBank Limited,NO GROUP,no,01-07-2020 to 31-12-2020,31.5%,,,,,31.5%
Close Brothers Limited,CLOSE BROTHERS GROUP PLC,no,01-02-2020 to 31-07-2020,66.0%,,,19.3%,,48.7%
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,yes,01-04-2020 to 30-09-2020,70.2%,35.7%,69.4%,42.7%,18.2%,54.1%
Cofunds Limited,COFUNDS - AEGON UK - AEGON GROUP (NV),no,01-07-2020 to 31-12-2020,,59.3%,,,53.9%,54.4%
Collinson Insurance Services Limited,PARMINDER LIMITED,no,01-05-2020 to 31-10-2020,,,,50.0%,,50.0%
Compare The Market Limited,BGL GROUP,no,01-07-2020 to 31-12-2020,,,,9.4%,,9.4%
Connells Limited,SKIPTON BUILDING SOCIETY,no,01-07-2020 to 31-12-2020,,,49.9%,25.0%,0.0%,46.7%
Corgi Homeplan Ltd,US BANCORP,no,01-07-2020 to 31-12-2020,,,,86.5%,,86.5%
Coutts & Company,THE ROYAL BANK OF SCOTLAND GROUP,no,01-07-2020 to 31-12-2020,51.1%,83.3%,52.1%,34.6%,76.1%,52.4%
Covea Insurance plc,COVEA COOPERATIONS SA,yes,01-07-2020 to 31-12-2020,,,,51.1%,,51.1%
Coventry Building Society,COVENTRY BUILDING SOCIETY,no,01-07-2020 to 31-12-2020,52.0%,,76.1%,55.3%,,56.1%
Creation Consumer Finance Ltd,BNP PARIBAS SA,no,01-07-2020 to 31-12-2020,41.6%,,,71.4%,,41.7%
Creation Financial Services Limited,BNP PARIBAS SA,no,01-07-2020 to 31-12-2020,52.9%,,,4.9%,,46.9%
Curtis Banks Limited,CURTIS BANKS GROUP,no,01-07-2020 to 31-12-2020,,65.4%,,,,65.4%
Cynergy Bank Limited,CYNERGY CAPITAL LTD,no,01-07-2020 to 31-12-2020,66.1%,,44.4%,,,65.9%
DAS Legal Expenses Insurance Company Limited,NO GROUP,no,01-07-2020 to 31-12-2020,,,,72.2%,,72.2%
Devitt Insurance Services Ltd,NO GROUP,no,01-07-2020 to 31-12-2020,,,,23.3%,,23.3%
Domestic & General Insurance Plc,CVC CAPITAL PARTNERS ADVISORY GROUP HOLDING FOUNDATION,no,01-04-2020 to 30-09-2020,,,,71.9%,,71.9%
Elderbridge Limited,TECH MAHINDRA LIMITED,no,01-04-2020 to 30-09-2020,,,47.0%,,,47.0%
Equiniti Financial Services Limited,EQUINITI GROUP PLC,no,01-07-2020 to 31-12-2020,,32.4%,,,23.3%,23.7%
ERGO TRAVEL INSURANCE SERVICES LTD,MUNICH RE GROUP,no,01-07-2020 to 31-12-2020,,,,47.8%,,47.8%
esure Insurance Limited,ESURE GROUP PLC,yes,01-07-2020 to 31-12-2020,,,,55.0%,,55.0%
EUI Limited,ADMIRAL GROUP PLC,yes,01-07-2020 to 31-12-2020,,,,48.2%,,48.2%
Europa Group Limited,BLUE BOAR HOLDINGS LIMITED,no,01-07-2020 to 31-12-2020,,,,32.8%,,32.8%
Exeter Friendly Society Limited,EXETER FRIENDLY SOCIETY LIMITED,no,01-07-2020 to 31-12-2020,,,,36.8%,,36.8%
Experian Limited,EXPERIAN PLC,no,01-04-2020 to 30-09-2020,,,,0.0%,,0.0%
Extracover Limited,NO GROUP,no,01-07-2020 to 31-12-2020,,,,37.3%,,37.3%
Fairmead Insurance Limited,ALLIANZ SE,no,01-07-2020 to 31-12-2020,,,,72.0%,,72.0%
Family Equity Plan Limited,FAMILY ASSURANCE FRIENDLY SOCIETY LTD,no,01-07-2020 to 31-12-2020,50.1%,,,,42.4%,46.8%
FCE Bank Plc,FORD MOTOR CO,no,01-07-2020 to 31-12-2020,51.9%,,,,,51.9%
FIL Life Insurance Limited,FIDELITY HOLDINGS LIMITED,no,01-07-2020 to 31-12-2020,,34.1%,,,,34.1%
Financial Administration Services Limited,FIDELITY HOLDINGS LIMITED,no,01-07-2020 to 31-12-2020,,67.5%,,,58.8%,61.6%
First Central Insurance Management Limited,FIRST CENTRAL GROUP LIMITED,no,01-07-2020 to 31-12-2020,,,,64.8%,,64.8%
FirstRand Bank Limited,FIRSTRAND LIMITED,no,01-07-2020 to 31-12-2020,,,,69.0%,,69.0%
Forester Life Limited,FORESTER HOLDINGS (EUROPE) LIMITED,no,01-07-2020 to 31-12-2020,,29.6%,,35.7%,16.6%,18.1%
Fresh Insurance Services Group Limited,NO GROUP,no,01-07-2020 to 31-12-2020,,,,60.8%,,60.8%
Funding Circle Ltd,NO GROUP,no,01-07-2020 to 31-12-2020,,,,,0.0%,0.0%
Gresham Insurance Company Limited,AVIVA PLC,no,01-07-2020 to 31-12-2020,,,,44.7%,,44.7%
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC,no,01-07-2020 to 31-12-2020,,47.1%,,,35.9%,36.1%
Hargreaves Lansdown Asset Management Limited,HARGREAVES LANSDOWN PLC,no,01-07-2020 to 31-12-2020,30.0%,56.5%,,,22.9%,23.3%
Hastings Insurance Services Limited,HASTINGS GROUP HOLDINGS PLC,no,01-07-2020 to 31-12-2020,,,,65.1%,,65.1%
HBOS Investment Fund Managers Limited,LLOYDS BANKING GROUP PLC,no,01-07-2020 to 31-12-2020,,,,,69.2%,69.2%
Highway Insurance Company Limited,ALLIANZ SE,no,01-07-2020 to 31-12-2020,,,,51.2%,,51.2%
Hiscox Insurance Company Limited,HISCOX INSURANCE HOLDINGS LIMITED,yes,01-07-2020 to 31-12-2020,,,,31.0%,,31.0%
Hitachi Capital (UK) PLC,HITACHI CAPITAL (UK) PLC,no,01-04-2020 to 30-09-2020,,,,0.0%,,0.0%
Home Retail Group Card Services Limited,J SAINSBURY PLC,no,01-03-2020 to 31-08-2020,26.5%,,,,,26.5%
Homeserve Membership Limited,HOMESERVE PLC,no,01-04-2020 to 30-09-2020,,,,59.6%,,59.6%
Howserv Limited,STAYSURE HOLDINGS LTD,no,01-07-2020 to 31-12-2020,,,,10.6%,,10.6%
HSBC Bank Plc,HSBC HOLDINGS PLC,no,01-07-2020 to 31-12-2020,69.6%,,100.0%,75.9%,68.4%,69.7%
HSBC UK Bank Plc,HSBC HOLDINGS PLC,no,01-07-2020 to 31-12-2020,57.9%,45.6%,65.0%,67.5%,54.2%,59.3%
I Go 4 Ltd.,NO GROUP,no,01-07-2020 to 31-12-2020,,,,46.6%,,46.6%
Ikano Bank AB (publ),NO GROUP,no,01-07-2020 to 31-12-2020,28.8%,,,100.0%,,31.2%
Insurance Factory Ltd,MARKERSTUDY HOLDINGS LIMITED,no,01-07-2020 to 31-12-2020,,,,43.1%,,43.1%
Interactive Brokers (UK) Ltd,NO GROUP,no,01-07-2020 to 31-12-2020,,,,,0.5%,0.5%
Interactive Investor Services Limited,ANTLER HOLDCO LIMITED,no,01-07-2020 to 31-12-2020,,65.5%,,,40.7%,42.1%
Invesco Fund Managers Limited,INVESCO LTD,no,01-07-2020 to 31-12-2020,,,,,22.4%,22.4%
Investec Bank PLC,INVESTEC PLC,no,01-04-2020 to 30-09-2020,45.3%,,75.0%,,63.2%,47.0%
Investment Funds Direct Limited,M&G GROUP,no,01-07-2020 to 31-12-2020,,77.5%,,,81.0%,79.1%
J D Williams & Company Limited,N BROWN GROUP PLC,no,01-03-2020 to 31-08-2020,,,,8.5%,,8.5%
J.P. Morgan Europe Limited,JPMORGAN CHASE & CO,no,01-07-2020 to 31-12-2020,63.5%,,,,,63.5%
James Hay Administration Company Ltd,IFG GROUP LIMITED,no,01-07-2020 to 31-12-2020,,64.0%,,,,64.0%
Kensington Mortgage Company Limited,NO GROUP,no,01-04-2020 to 30-09-2020,,,30.8%,,,30.8%
Landmark Mortgages Limited,NO GROUP,no,01-07-2020 to 31-12-2020,,,51.0%,,,51.0%
LeasePlan UK Limited,INULA HOLDING UK LIMITED,no,01-07-2020 to 31-12-2020,,,,71.4%,,71.4%
Leeds Building Society,LEEDS BUILDING SOCIETY,no,01-07-2020 to 31-12-2020,52.2%,,56.2%,12.5%,,53.6%
Legal & General Partnership Services Limited,LEGAL & GENERAL GROUP PLC,no,01-07-2020 to 31-12-2020,,,87.1%,22.4%,,85.2%
Legal and General Assurance Society Limited,LEGAL & GENERAL GROUP PLC,no,01-07-2020 to 31-12-2020,,66.2%,,43.3%,53.3%,49.2%
Legal Insurance Management Ltd,NO GROUP,no,01-02-2020 to 31-07-2020,,,,26.5%,,26.5%
Legal Insurance Management Ltd,NO GROUP,no,01-07-2020 to 31-12-2020,,,,24.4%,,24.4%
Liverpool Victoria Financial Services Limited,LIVERPOOL VICTORIA FINANCIAL SERVICES LIMITED,no,01-07-2020 to 31-12-2020,,86.3%,,58.9%,85.2%,68.4%
Liverpool Victoria Insurance Company Limited,ALLIANZ SE,no,01-07-2020 to 31-12-2020,,,,60.7%,,60.7%
Lloyds Bank General Insurance Limited,LLOYDS BANKING GROUP PLC,no,01-07-2020 to 31-12-2020,,,,57.4%,,57.4%
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,no,01-07-2020 to 31-12-2020,60.6%,16.1%,62.2%,55.7%,39.8%,57.9%
London and Country Mortgages Ltd,NO GROUP,no,01-07-2020 to 31-12-2020,,,70.5%,22.7%,,68.6%
London General Insurance Company Limited,TWG EUROPE LIMITED,yes,01-07-2020 to 31-12-2020,,,,38.8%,,38.8%
M & G Securities Limited,PRUDENTIAL PLC,no,01-07-2020 to 31-12-2020,,,,,29.4%,29.4%
Markerstudy Insurance Services Limited,MARKERSTUDY (INTERNATIONAL) LIMITED,no,01-07-2020 to 31-12-2020,,,,61.8%,,61.8%
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,no,01-07-2020 to 31-12-2020,54.1%,,79.3%,38.2%,,52.6%
MBNA Limited,LLOYDS BANKING GROUP PLC,no,01-07-2020 to 31-12-2020,48.1%,,,25.4%,,28.3%
MCE Insurance Limited,MCE INSURANCE LIMITED,no,01-07-2020 to 31-12-2020,,,,84.3%,,84.3%
Mercedes-Benz Financial Services UK Limited,DAIMLER AG,no,01-07-2020 to 31-12-2020,,,,0.0%,,0.0%
Metro Bank PLC,METRO BANK PLC,no,01-07-2020 to 31-12-2020,44.4%,,54.6%,,,44.7%
Monzo Bank Ltd,MONZO BANK LIMITED,no,01-03-2020 to 31-08-2020,38.3%,,,50.0%,,38.3%
Moorcroft Debt Recovery Limited,NO GROUP,no,01-02-2020 to 31-07-2020,42.6%,,,,,42.6%
Mortimer Clarke Solicitors Limited,CABOT CREDIT MANAGEMENT GROUP,no,01-07-2020 to 31-12-2020,32.5%,,,,,32.5%
MotoNovo Finance Limited,FIRSTRAND LIMITED,no,01-07-2020 to 31-12-2020,,,,34.9%,,34.9%
National House-Building Council,NATIONAL HOUSE-BUILDING COUNCIL,no,01-04-2020 to 30-09-2020,,,,33.8%,,33.8%
National Westminster Bank Plc,THE ROYAL BANK OF SCOTLAND GROUP,no,01-07-2020 to 31-12-2020,65.4%,6.7%,74.7%,52.7%,48.8%,62.8%
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,no,05-04-2020 to 04-10-2020,46.3%,25.0%,53.1%,82.1%,22.2%,48.5%
Next Risk Solutions Limited,NO GROUP,no,01-04-2020 to 30-09-2020,,,,32.0%,,32.0%
Northern Bank Limited,DANSKE BANK A/S,no,01-07-2020 to 31-12-2020,22.0%,,36.5%,61.3%,0.0%,23.9%
NRAM Limited,UK ASSET RESOLUTION LIMITED,no,01-04-2020 to 30-09-2020,,,29.7%,61.5%,19.4%,59.6%
Old Mutual Wealth Life & Pensions Limited,QUILTER PLC,no,01-07-2020 to 31-12-2020,,65.2%,,,71.6%,66.2%
Old Mutual Wealth Limited,QUILTER PLC,no,01-07-2020 to 31-12-2020,,,,,68.8%,68.8%
One Call Insurance Services Limited,NO GROUP,no,01-07-2020 to 31-12-2020,,,,22.9%,,22.9%
OneSavings Bank Plc,ONESAVINGS BANK PLC,no,01-07-2020 to 31-12-2020,48.6%,,51.6%,,,50.0%
