Firm Name,Group,Joint Reporting,Reporting period,Banking and credit cards,Decumulation & pensions,Home finance,Insurance & pure protection,Investments,
Adrian Flux Insurance Services Group,NO GROUP,no,01-03-2020 to 31-08-2020,,,,91.7%,,91.7%
Ageas Insurance Limited,AGEAS SA-NV,no,01-07-2020 to 31-12-2020,,,,39.0%,,39.0%
Ageas Retail Limited,AGEAS SA-NV,no,01-07-2020 to 31-12-2020,,,,50.1%,,50.1%
AIB Group (UK) Plc,AIB GROUP PUBLIC LIMITED COMPANY,no,01-07-2020 to 31-12-2020,26.9%,0.0%,31.9%,0.0%,0.0%,26.4%
Aioi Nissay Dowa Insurance UK Limited,MS & AD INSURANCE GROUP,yes,01-07-2020 to 31-12-2020,,,,28.5%,,28.5%
AJ Bell Securities Limited,AJ BELL PLC,no,01-04-2020 to 30-09-2020,,24.8%,,,50.8%,44.5%
Al Rayan Bank PLC,NO GROUP,no,01-07-2020 to 31-12-2020,26.6%,,37.3%,,,28.1%
Aldermore Bank Plc,FIRSTRAND LIMITED,no,01-07-2020 to 31-12-2020,47.5%,,1.6%,,,24.9%
Allianz Insurance Plc,ALLIANZ SE,no,01-07-2020 to 31-12-2020,,,,42.4%,,42.4%
American Express Services Europe Limited (AESEL),AMERICAN EXPRESS,no,01-07-2020 to 31-12-2020,16.1%,,,2.9%,,15.8%
American International Group UK Limited,"AMERICAN INTERNATIONAL GROUP, INC. (AIG)",yes,01-06-2020 to 30-11-2020,,,,54.6%,,54.6%
Amtrust Europe Limited,AMTRUST FINANCIAL SERVICES INC,no,01-07-2020 to 31-12-2020,,,,15.3%,,15.3%
Animal Friends Insurance Services Ltd,NO GROUP,no,01-07-2020 to 31-12-2020,,,,3.5%,,3.5%
Arthur J. Gallagher Insurance Brokers Limited,ARTHUR J. GALLAGHER & CO.,yes,01-07-2020 to 31-12-2020,,,,43.9%,,43.9%
Assurant General Insurance Limited,ASSURANT INC,no,01-07-2020 to 31-12-2020,,,,66.3%,,66.3%
Astrenska Insurance Limited,PARMINDER LIMITED,no,01-05-2020 to 31-10-2020,,,,28.6%,,28.6%
Asurion Europe Limited,NEW ASURION CORP,no,01-07-2020 to 31-12-2020,,,,24.2%,,24.2%
ATLANTA 1 INSURANCE SERVICES LIMITED,ARDONAGH GROUP,no,01-07-2020 to 31-12-2020,,,,39.9%,,39.9%
Atom Bank PLC,ATOM BANK PLC,no,01-04-2020 to 30-09-2020,70.0%,,60.5%,,,67.9%
Automobile Association Insurance Services Limited,AA PLC,no,01-02-2020 to 31-07-2020,,,,45.0%,,45.0%
Aviva Insurance Limited,AVIVA PLC,no,01-07-2020 to 31-12-2020,,,,25.7%,,25.7%
Aviva Life Services UK Limited,AVIVA PLC,no,01-07-2020 to 31-12-2020,,35.1%,41.5%,43.2%,33.7%,36.8%
Aviva UK Digital Limited,AVIVA PLC,no,01-07-2020 to 31-12-2020,,,,69.3%,,69.3%
AWP Assistance UK Ltd,ALLIANZ SE,no,01-07-2020 to 31-12-2020,,,,20.3%,,20.3%
AWP P&C SA,ALLIANZ SE,no,01-07-2020 to 31-12-2020,,,,27.6%,,27.6%
AXA France IARD,NO GROUP,no,01-07-2020 to 31-12-2020,,,,0.8%,,0.8%
AXA Insurance UK Plc,AXA SA,no,01-07-2020 to 31-12-2020,,,,47.5%,,47.5%
AXA PPP Healthcare Limited,AXA SA,no,01-07-2020 to 31-12-2020,,,,81.6%,,81.6%
B & C E Financial Services Limited,B&CE HOLDINGS LIMITED,no,01-04-2020 to 30-09-2020,,43.7%,,,,43.7%
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP PLC,yes,01-07-2020 to 31-12-2020,32.8%,,21.5%,16.7%,0.0%,31.1%
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,no,01-07-2020 to 31-12-2020,47.3%,11.1%,56.1%,4.5%,2.0%,27.0%
Barclays Bank Plc,BARCLAYS PLC,no,01-07-2020 to 31-12-2020,70.0%,,16.7%,0.0%,32.6%,69.8%
Barclays Bank UK PLC,BARCLAYS PLC,yes,01-07-2020 to 31-12-2020,52.1%,29.7%,37.2%,1.2%,25.6%,27.4%
Bennetts Motorcycling Services Limited,SAGA PLC,no,01-07-2020 to 31-12-2020,,,,65.0%,,65.0%
BISL Limited,BGL GROUP,no,01-07-2020 to 31-12-2020,,,,39.0%,,39.0%
Black Horse Limited,LLOYDS BANKING GROUP PLC,no,01-07-2020 to 31-12-2020,,,0.0%,0.1%,,0.1%
BMW Financial Services(GB) Limited,BMW AG,no,01-07-2020 to 31-12-2020,,,,0.0%,,0.0%
Bollington Insurance Brokers Limited,BOLLINGTON WILSON GROUP LIMITED,no,01-07-2020 to 31-12-2020,,,,69.2%,,69.2%
Bought By Many Ltd,NO GROUP,no,01-04-2020 to 30-09-2020,,,,18.4%,,18.4%
Bradford & Bingley Plc,UK ASSET RESOLUTION LIMITED,yes,01-04-2020 to 30-09-2020,,0.0%,3.1%,2.1%,1.5%,2.2%
Brightside Insurance Services Limited,"ANACAP FINANCIAL PARTNERS II, L.P.",no,01-07-2020 to 31-12-2020,,,,20.8%,,20.8%
British Gas Services Limited,CENTRICA PLC,yes,01-07-2020 to 31-12-2020,,,,78.0%,,78.0%
BUPA Insurance Services Limited,THE BRITISH UNITED PROVIDENT ASSOCIATION LTD,yes,01-07-2020 to 31-12-2020,,,,49.3%,,49.3%
Call Assist Ltd,CALL ASSIST LIMITED,no,01-05-2020 to 31-10-2020,,,,45.3%,,45.3%
Capital One (Europe) plc,CAPITAL ONE FINANCIAL CORPORATION,no,01-07-2020 to 31-12-2020,24.8%,,,39.9%,,27.2%
Car Care Plan Ltd,AMTRUST FINANCIAL SERVICES INC,no,01-07-2020 to 31-12-2020,,,,57.7%,,57.7%
Carole Nash Insurance Consultants Ltd,ARDONAGH GROUP,no,01-07-2020 to 31-12-2020,,,,37.5%,,37.5%
Cater Allen Limited,BANCO SANTANDER SA,no,01-07-2020 to 31-12-2020,70.4%,,,,,70.4%
Caversham Insurance Limited,NO GROUP,no,16-04-2020 to 15-10-2020,,,,8.9%,,8.9%
Charter Court Financial Services Limited,CHARTER COURT FINANCIAL SERVICES GROUP PLC,no,01-07-2020 to 31-12-2020,26.6%,,40.1%,,,35.7%
Chubb European Group SE,CHUBB LIMITED,no,01-07-2020 to 31-12-2020,,,,61.9%,,61.9%
Citibank UK Limited,CITIGROUP INC,no,01-07-2020 to 31-12-2020,21.7%,,,0.0%,5.6%,20.3%
ClearBank Limited,NO GROUP,no,01-07-2020 to 31-12-2020,13.4%,,,,,13.4%
Close Brothers Limited,CLOSE BROTHERS GROUP PLC,no,01-02-2020 to 31-07-2020,72.2%,,,19.3%,,52.6%
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,yes,01-04-2020 to 30-09-2020,39.4%,21.4%,34.1%,0.0%,30.3%,16.3%
Cofunds Limited,COFUNDS - AEGON UK - AEGON GROUP (NV),no,01-07-2020 to 31-12-2020,,15.0%,,,24.3%,23.5%
Collinson Insurance Services Limited,PARMINDER LIMITED,no,01-05-2020 to 31-10-2020,,,,23.9%,,23.9%
Compare The Market Limited,BGL GROUP,no,01-07-2020 to 31-12-2020,,,,15.5%,,15.5%
Connells Limited,SKIPTON BUILDING SOCIETY,no,01-07-2020 to 31-12-2020,,,2.3%,3.6%,0.0%,2.5%
Corgi Homeplan Ltd,US BANCORP,no,01-07-2020 to 31-12-2020,,,,37.6%,,37.6%
Coutts & Company,THE ROYAL BANK OF SCOTLAND GROUP,no,01-07-2020 to 31-12-2020,44.6%,0.0%,26.0%,38.5%,16.4%,41.2%
Covea Insurance plc,COVEA COOPERATIONS SA,yes,01-07-2020 to 31-12-2020,,,,38.8%,,38.8%
Coventry Building Society,COVENTRY BUILDING SOCIETY,no,01-07-2020 to 31-12-2020,75.3%,,53.6%,7.9%,,71.0%
Creation Consumer Finance Ltd,BNP PARIBAS SA,no,01-07-2020 to 31-12-2020,0.5%,,,0.0%,,0.5%
Creation Financial Services Limited,BNP PARIBAS SA,no,01-07-2020 to 31-12-2020,0.5%,,,0.5%,,0.5%
Curtis Banks Limited,CURTIS BANKS GROUP,no,01-07-2020 to 31-12-2020,,7.6%,,,,7.6%
Cynergy Bank Limited,CYNERGY CAPITAL LTD,no,01-07-2020 to 31-12-2020,40.9%,,38.9%,,,40.9%
DAS Legal Expenses Insurance Company Limited,NO GROUP,no,01-07-2020 to 31-12-2020,,,,23.0%,,23.0%
Devitt Insurance Services Ltd,NO GROUP,no,01-07-2020 to 31-12-2020,,,,73.3%,,73.3%
Domestic & General Insurance Plc,CVC CAPITAL PARTNERS ADVISORY GROUP HOLDING FOUNDATION,no,01-04-2020 to 30-09-2020,,,,26.4%,,26.4%
Elderbridge Limited,TECH MAHINDRA LIMITED,no,01-04-2020 to 30-09-2020,,,9.2%,,,9.2%
Equiniti Financial Services Limited,EQUINITI GROUP PLC,no,01-07-2020 to 31-12-2020,,5.6%,,,26.9%,26.0%
ERGO TRAVEL INSURANCE SERVICES LTD,MUNICH RE GROUP,no,01-07-2020 to 31-12-2020,,,,17.8%,,17.8%
esure Insurance Limited,ESURE GROUP PLC,yes,01-07-2020 to 31-12-2020,,,,51.3%,,51.3%
EUI Limited,ADMIRAL GROUP PLC,yes,01-07-2020 to 31-12-2020,,,,46.8%,,46.8%
Europa Group Limited,BLUE BOAR HOLDINGS LIMITED,no,01-07-2020 to 31-12-2020,,,,38.2%,,38.2%
Exeter Friendly Society Limited,EXETER FRIENDLY SOCIETY LIMITED,no,01-07-2020 to 31-12-2020,,,,88.0%,,88.0%
Experian Limited,EXPERIAN PLC,no,01-04-2020 to 30-09-2020,,,,80.0%,,80.0%
Extracover Limited,NO GROUP,no,01-07-2020 to 31-12-2020,,,,68.2%,,68.2%
Fairmead Insurance Limited,ALLIANZ SE,no,01-07-2020 to 31-12-2020,,,,30.5%,,30.5%
Family Equity Plan Limited,FAMILY ASSURANCE FRIENDLY SOCIETY LTD,no,01-07-2020 to 31-12-2020,15.2%,,,,18.0%,16.4%
FCE Bank Plc,FORD MOTOR CO,no,01-07-2020 to 31-12-2020,10.4%,,,,,10.4%
FIL Life Insurance Limited,FIDELITY HOLDINGS LIMITED,no,01-07-2020 to 31-12-2020,,4.3%,,,,4.3%
Financial Administration Services Limited,FIDELITY HOLDINGS LIMITED,no,01-07-2020 to 31-12-2020,,4.4%,,,5.9%,5.4%
First Central Insurance Management Limited,FIRST CENTRAL GROUP LIMITED,no,01-07-2020 to 31-12-2020,,,,50.6%,,50.6%
FirstRand Bank Limited,FIRSTRAND LIMITED,no,01-07-2020 to 31-12-2020,,,,2.9%,,2.9%
Forester Life Limited,FORESTER HOLDINGS (EUROPE) LIMITED,no,01-07-2020 to 31-12-2020,,37.0%,,21.4%,36.1%,35.5%
Fresh Insurance Services Group Limited,NO GROUP,no,01-07-2020 to 31-12-2020,,,,27.6%,,27.6%
Funding Circle Ltd,NO GROUP,no,01-07-2020 to 31-12-2020,,,,,0.0%,0.0%
Gresham Insurance Company Limited,AVIVA PLC,no,01-07-2020 to 31-12-2020,,,,66.5%,,66.5%
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC,no,01-07-2020 to 31-12-2020,,52.9%,,,68.0%,67.6%
Hargreaves Lansdown Asset Management Limited,HARGREAVES LANSDOWN PLC,no,01-07-2020 to 31-12-2020,10.0%,3.2%,,,8.2%,8.1%
Hastings Insurance Services Limited,HASTINGS GROUP HOLDINGS PLC,no,01-07-2020 to 31-12-2020,,,,46.7%,,46.7%
HBOS Investment Fund Managers Limited,LLOYDS BANKING GROUP PLC,no,01-07-2020 to 31-12-2020,,,,,53.3%,53.3%
Highway Insurance Company Limited,ALLIANZ SE,no,01-07-2020 to 31-12-2020,,,,39.7%,,39.7%
Hiscox Insurance Company Limited,HISCOX INSURANCE HOLDINGS LIMITED,yes,01-07-2020 to 31-12-2020,,,,6.3%,,6.3%
Hitachi Capital (UK) PLC,HITACHI CAPITAL (UK) PLC,no,01-04-2020 to 30-09-2020,,,,0.0%,,0.0%
Home Retail Group Card Services Limited,J SAINSBURY PLC,no,01-03-2020 to 31-08-2020,43.4%,,,,,43.4%
Homeserve Membership Limited,HOMESERVE PLC,no,01-04-2020 to 30-09-2020,,,,72.0%,,72.0%
Howserv Limited,STAYSURE HOLDINGS LTD,no,01-07-2020 to 31-12-2020,,,,13.3%,,13.3%
HSBC Bank Plc,HSBC HOLDINGS PLC,no,01-07-2020 to 31-12-2020,62.9%,,100.0%,24.1%,44.4%,56.6%
HSBC UK Bank Plc,HSBC HOLDINGS PLC,no,01-07-2020 to 31-12-2020,66.0%,8.8%,34.8%,18.3%,25.4%,58.4%
I Go 4 Ltd.,NO GROUP,no,01-07-2020 to 31-12-2020,,,,59.5%,,59.5%
Ikano Bank AB (publ),NO GROUP,no,01-07-2020 to 31-12-2020,20.6%,,,1.4%,,19.9%
Insurance Factory Ltd,MARKERSTUDY HOLDINGS LIMITED,no,01-07-2020 to 31-12-2020,,,,44.5%,,44.5%
Interactive Brokers (UK) Ltd,NO GROUP,no,01-07-2020 to 31-12-2020,,,,,1.6%,1.6%
Interactive Investor Services Limited,ANTLER HOLDCO LIMITED,no,01-07-2020 to 31-12-2020,,34.5%,,,47.4%,46.7%
Invesco Fund Managers Limited,INVESCO LTD,no,01-07-2020 to 31-12-2020,,,,,18.8%,18.8%
Investec Bank PLC,INVESTEC PLC,no,01-04-2020 to 30-09-2020,85.6%,,12.5%,,30.2%,80.5%
Investment Funds Direct Limited,M&G GROUP,no,01-07-2020 to 31-12-2020,,34.0%,,,27.5%,31.1%
J D Williams & Company Limited,N BROWN GROUP PLC,no,01-03-2020 to 31-08-2020,,,,14.0%,,14.0%
J.P. Morgan Europe Limited,JPMORGAN CHASE & CO,no,01-07-2020 to 31-12-2020,17.5%,,,,,17.5%
James Hay Administration Company Ltd,IFG GROUP LIMITED,no,01-07-2020 to 31-12-2020,,2.5%,,,,2.5%
Kensington Mortgage Company Limited,NO GROUP,no,01-04-2020 to 30-09-2020,,,28.5%,,,28.5%
Landmark Mortgages Limited,NO GROUP,no,01-07-2020 to 31-12-2020,,,6.3%,,,6.3%
LeasePlan UK Limited,INULA HOLDING UK LIMITED,no,01-07-2020 to 31-12-2020,,,,28.6%,,28.6%
Leeds Building Society,LEEDS BUILDING SOCIETY,no,01-07-2020 to 31-12-2020,87.3%,,68.9%,56.3%,,76.2%
Legal & General Partnership Services Limited,LEGAL & GENERAL GROUP PLC,no,01-07-2020 to 31-12-2020,,,0.0%,5.2%,,0.1%
Legal and General Assurance Society Limited,LEGAL & GENERAL GROUP PLC,no,01-07-2020 to 31-12-2020,,24.1%,,59.6%,19.0%,49.6%
Legal Insurance Management Ltd,NO GROUP,no,01-02-2020 to 31-07-2020,,,,47.4%,,47.4%
Legal Insurance Management Ltd,NO GROUP,no,01-07-2020 to 31-12-2020,,,,39.1%,,39.1%
Liverpool Victoria Financial Services Limited,LIVERPOOL VICTORIA FINANCIAL SERVICES LIMITED,no,01-07-2020 to 31-12-2020,,25.0%,,32.8%,30.7%,30.8%
Liverpool Victoria Insurance Company Limited,ALLIANZ SE,no,01-07-2020 to 31-12-2020,,,,40.4%,,40.4%
Lloyds Bank General Insurance Limited,LLOYDS BANKING GROUP PLC,no,01-07-2020 to 31-12-2020,,,,15.1%,,15.1%
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,no,01-07-2020 to 31-12-2020,39.7%,4.0%,52.9%,3.9%,3.3%,21.8%
London and Country Mortgages Ltd,NO GROUP,no,01-07-2020 to 31-12-2020,,,16.5%,47.7%,,17.7%
London General Insurance Company Limited,TWG EUROPE LIMITED,yes,01-07-2020 to 31-12-2020,,,,18.3%,,18.3%
M & G Securities Limited,PRUDENTIAL PLC,no,01-07-2020 to 31-12-2020,,,,,30.9%,30.9%
Markerstudy Insurance Services Limited,MARKERSTUDY (INTERNATIONAL) LIMITED,no,01-07-2020 to 31-12-2020,,,,14.8%,,14.8%
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,no,01-07-2020 to 31-12-2020,79.8%,,6.9%,23.1%,,74.0%
MBNA Limited,LLOYDS BANKING GROUP PLC,no,01-07-2020 to 31-12-2020,48.5%,,,0.9%,,7.0%
MCE Insurance Limited,MCE INSURANCE LIMITED,no,01-07-2020 to 31-12-2020,,,,70.5%,,70.5%
Mercedes-Benz Financial Services UK Limited,DAIMLER AG,no,01-07-2020 to 31-12-2020,,,,100.0%,,100.0%
Metro Bank PLC,METRO BANK PLC,no,01-07-2020 to 31-12-2020,51.2%,,37.5%,,,50.7%
Monzo Bank Ltd,MONZO BANK LIMITED,no,01-03-2020 to 31-08-2020,53.8%,,,50.0%,,53.8%
Moorcroft Debt Recovery Limited,NO GROUP,no,01-02-2020 to 31-07-2020,24.5%,,,,,24.5%
Mortimer Clarke Solicitors Limited,CABOT CREDIT MANAGEMENT GROUP,no,01-07-2020 to 31-12-2020,68.1%,,,,,68.1%
MotoNovo Finance Limited,FIRSTRAND LIMITED,no,01-07-2020 to 31-12-2020,,,,1.8%,,1.8%
National House-Building Council,NATIONAL HOUSE-BUILDING COUNCIL,no,01-04-2020 to 30-09-2020,,,,13.1%,,13.1%
National Westminster Bank Plc,THE ROYAL BANK OF SCOTLAND GROUP,no,01-07-2020 to 31-12-2020,45.0%,0.0%,35.9%,5.2%,23.2%,35.0%
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,no,05-04-2020 to 04-10-2020,40.1%,25.0%,22.2%,1.5%,13.8%,36.4%
Next Risk Solutions Limited,NO GROUP,no,01-04-2020 to 30-09-2020,,,,57.8%,,57.8%
Northern Bank Limited,DANSKE BANK A/S,no,01-07-2020 to 31-12-2020,62.2%,,30.6%,4.0%,0.0%,58.9%
NRAM Limited,UK ASSET RESOLUTION LIMITED,no,01-04-2020 to 30-09-2020,,,8.5%,2.1%,3.2%,2.5%
Old Mutual Wealth Life & Pensions Limited,QUILTER PLC,no,01-07-2020 to 31-12-2020,,11.5%,,,2.5%,10.0%
Old Mutual Wealth Limited,QUILTER PLC,no,01-07-2020 to 31-12-2020,,,,,10.4%,10.4%
One Call Insurance Services Limited,NO GROUP,no,01-07-2020 to 31-12-2020,,,,71.0%,,71.0%
OneSavings Bank Plc,ONESAVINGS BANK PLC,no,01-07-2020 to 31-12-2020,59.9%,,31.5%,,,46.6%
OVO (S) HOME SERVICES LIMITED,SSE PLC,no,01-04-2020 to 30-09-2020,,,,43.8%,,43.8%
Paragon Bank Plc,PARAGON BANKING GROUP PLC,yes,01-04-2020 to 30-09-2020,22.4%,,32.5%,23.7%,,27.6%
Pet Protect Ltd,PET HEALTH INC.,no,01-07-2020 to 31-12-2020,,,,38.5%,,38.5%
Phoenix Life Assurance Limited,PHOENIX GROUP HOLDINGS PLC,no,01-07-2020 to 31-12-2020,,44.8%,0.0%,41.3%,47.7%,44.3%
Phoenix Life Limited,PHOENIX GROUP HOLDINGS PLC,no,01-07-2020 to 31-12-2020,,45.4%,16.7%,53.0%,40.8%,48.1%
Pinnacle Insurance Plc,BNP PARIBAS SA,no,01-07-2020 to 31-12-2020,,,,39.2%,,39.2%
Post Office Management Services Limited,POST OFFICE LIMITED,no,01-04-2020 to 30-09-2020,,,,27.4%,,27.4%
Principality Building Society,PRINCIPALITY BUILDING SOCIETY,no,01-07-2020 to 31-12-2020,58.0%,,45.1%,45.0%,0.0%,52.0%
PSA Finance UK Limited,PSA FINANCE UK LIMITED,no,01-07-2020 to 31-12-2020,,,,11.5%,,11.5%
QBE UK Limited,QBE INSURANCE GROUP LTD,no,01-07-2020 to 31-12-2020,,,,19.3%,,19.3%
Qmetric Group Limited,R&H TRUST CO LTD,no,01-04-2020 to 30-09-2020,,,,45.8%,,45.8%
RAC Motoring Services,RAC GROUP (HOLDINGS) LIMITED,yes,01-07-2020 to 31-12-2020,,,,38.2%,,38.2%
RBS Collective Investment Funds Limited,THE ROYAL BANK OF SCOTLAND GROUP,no,01-07-2020 to 31-12-2020,,,,,14.6%,14.6%
RCI Financial Services Limited,RENAULT,no,01-07-2020 to 31-12-2020,,,,0.0%,,0.0%
ReAssure Limited,SWISS RE AG,no,01-07-2020 to 31-12-2020,,21.2%,0.0%,21.9%,20.3%,21.1%
Retail Money Market Ltd,RETAIL MONEY MARKET LTD,no,01-04-2020 to 30-09-2020,,,,,78.2%,78.2%
Rock Insurance Services Limited,ROCK SERVICES HOLDINGS LIMITED,no,02-01-2020 to 01-07-2020,,,,17.8%,,17.8%
Royal & Sun Alliance Insurance Plc,RSA INSURANCE GROUP PLC,no,01-07-2020 to 31-12-2020,,,,57.2%,,57.2%
Sabre Insurance Company Limited,SABRE INSURANCE GROUP PLC,no,01-07-2020 to 31-12-2020,,,,66.4%,,66.4%
Saga Services Limited,SAGA PLC,no,01-02-2020 to 31-07-2020,,,,54.6%,,54.6%
Sainsbury's Bank Plc,J SAINSBURY PLC,no,01-03-2020 to 31-08-2020,61.2%,,0.0%,14.4%,,55.1%
Santander Cards UK Limited,BANCO SANTANDER SA,no,01-07-2020 to 31-12-2020,22.2%,,,2.3%,,2.4%
Santander Consumer (UK) Plc,BANCO SANTANDER SA,no,01-07-2020 to 31-12-2020,,,,0.0%,,0.0%
Santander ISA Managers Limited,BANCO SANTANDER SA,no,01-07-2020 to 31-12-2020,,,,,36.0%,36.0%
Santander UK Plc,BANCO SANTANDER SA,no,01-07-2020 to 31-12-2020,68.5%,12.5%,55.7%,0.5%,1.3%,25.8%
Scottish Equitable Plc,AEGON NV,no,01-07-2020 to 31-12-2020,,31.4%,,32.6%,33.3%,31.6%
Scottish Friendly Assurance Society Limited,NO GROUP,yes,01-07-2020 to 31-12-2020,,2.8%,0.0%,4.5%,4.9%,4.1%
Scottish Widows Administration Services Limited,LLOYDS BANKING GROUP PLC,no,01-07-2020 to 31-12-2020,,10.3%,,,50.0%,10.5%
Scottish Widows Limited,LLOYDS BANKING GROUP PLC,no,01-07-2020 to 31-12-2020,,31.1%,,30.5%,28.6%,30.7%
Scottish Widows Unit Trust Managers Limited,LLOYDS BANKING GROUP PLC,no,01-07-2020 to 31-12-2020,,,,,37.1%,37.1%
Secure Trust Bank Plc,SECURE TRUST BANK PLC,no,01-07-2020 to 31-12-2020,20.3%,,25.4%,0.0%,,21.2%
Shawbrook Bank Limited,SHAWBROOK GROUP PLC,no,01-07-2020 to 31-12-2020,7.0%,,15.0%,50.0%,,10.8%
Shop Direct Finance Company Limited,LW HOLDINGS LIMITED,no,01-07-2020 to 31-12-2020,,,,0.1%,,0.1%
Simplyhealth Access,SIMPLYHEALTH GROUP LIMITED,no,01-07-2020 to 31-12-2020,,,,18.9%,,18.9%
Skipton Building Society,SKIPTON BUILDING SOCIETY,no,01-07-2020 to 31-12-2020,51.5%,4.3%,21.6%,11.1%,2.1%,41.0%
Society of Lloyd's,SOCIETY OF LLOYD'S,no,01-07-2020 to 31-12-2020,,,,26.2%,,26.2%
Somerset Bridge Insurance Services Limited,NO GROUP,no,01-07-2020 to 31-12-2020,,,,35.3%,,35.3%
Soteria Insurance Limited,CO-OPERATIVE GROUP LIMITED,no,01-07-2020 to 31-12-2020,,,,66.0%,,66.0%
SquareTrade Limited,THE ALLSTATE CORP.,no,01-07-2020 to 31-12-2020,,,,65.9%,,65.9%
St Andrew's Insurance Plc,LLOYDS BANKING GROUP PLC,no,01-07-2020 to 31-12-2020,,,,6.5%,,6.5%
St James's Place UK plc,ST. JAMES'S PLACE PLC,no,01-07-2020 to 31-12-2020,,0.9%,,0.0%,0.0%,0.6%
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC,no,01-07-2020 to 31-12-2020,,0.4%,0.0%,0.0%,0.4%,0.4%
Standard Life Assurance Limited,PHOENIX GROUP HOLDINGS PLC,no,01-07-2020 to 31-12-2020,,50.5%,8.3%,48.1%,37.4%,48.7%
Starr International (Europe) Limited,"STARR INTERNATIONAL COMPANY, INC.",no,01-07-2020 to 31-12-2020,,,,70.1%,,70.1%
Studio Retail Limited,STUDIO RETAIL GROUP PLC,no,01-04-2020 to 30-09-2020,,,,6.5%,,6.5%
Sun Life Assurance Company of Canada (U.K.) Limited,SUN LIFE FINANCIAL INC.,no,01-07-2020 to 31-12-2020,,16.6%,,9.2%,12.0%,13.4%
Swinton Group Ltd,ARDONAGH GROUP,no,01-07-2020 to 31-12-2020,,,,65.5%,,65.5%
Tandem Bank Limited,NO GROUP,no,01-07-2020 to 31-12-2020,9.0%,,,,,9.0%
Target Servicing Limited,NO GROUP,no,01-04-2020 to 30-09-2020,,,12.6%,,,12.6%
Telefonica Seguros y Reaseguros Compania Aseguradora S>A>U,TELEFONICA SA,no,01-07-2020 to 31-12-2020,,,,55.0%,,55.0%
Temple Finance Limited,BRIXWORTH INVESTMENTS LTD,no,01-04-2020 to 30-09-2020,,,,36.3%,,36.3%
Tesco Personal Finance PLC,TESCO PLC,no,01-03-2020 to 31-08-2020,40.3%,,50.0%,20.2%,,31.5%
Tesco Underwriting Limited,AGEAS SA-NV,no,01-07-2020 to 31-12-2020,,,,52.5%,,52.5%
The Carphone Warehouse Ltd,DIXONS CARPHONE PLC,no,01-05-2020 to 31-10-2020,,,,11.9%,,11.9%
The Co-operative Bank Plc,CO-OPERATIVE BANK HOLDINGS (THE),no,01-07-2020 to 31-12-2020,63.2%,,47.6%,6.4%,33.3%,60.5%
The Mortgage Business Plc,LLOYDS BANKING GROUP PLC,no,01-07-2020 to 31-12-2020,,,55.2%,,,55.2%
The Mortgage Works (UK) Plc,NATIONWIDE BUILDING SOCIETY,no,01-04-2020 to 30-09-2020,,,3.2%,,,3.2%
The National Farmers' Union Mutual Insurance Society Limited,NFU MUTUAL INSURANCE SOCIETY LIMITED,yes,01-07-2020 to 31-12-2020,,3.6%,,21.3%,4.8%,20.9%
The Prudential Assurance Company Limited,PRUDENTIAL PLC,yes,01-07-2020 to 31-12-2020,,29.4%,8.3%,18.0%,37.2%,30.4%
The Royal Bank of Scotland Plc,THE ROYAL BANK OF SCOTLAND GROUP,no,01-07-2020 to 31-12-2020,46.5%,0.0%,33.6%,5.4%,18.6%,32.1%
The Royal London Mutual Insurance Society Limited,THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LTD,no,01-07-2020 to 31-12-2020,,32.7%,,50.6%,44.3%,39.4%
The Share Centre Limited,SHARE PLC,no,01-07-2020 to 31-12-2020,,26.3%,,,34.7%,34.5%
Topaz Finance Limited,COMPUTERSHARE LIMITED,no,01-07-2020 to 31-12-2020,,,3.8%,,,3.8%
Towergate Underwriting Group Limited,ARDONAGH GROUP,no,01-07-2020 to 31-12-2020,,,,39.1%,,39.1%
TSB Bank plc,BANCO DE SABADELL SA,no,01-07-2020 to 31-12-2020,47.8%,,43.1%,41.7%,,47.5%
U K Insurance Limited,DIRECT LINE INSURANCE GROUP PLC,no,01-07-2020 to 31-12-2020,,,,53.6%,,53.6%
UK General Insurance Limited,NO GROUP,no,01-04-2020 to 30-09-2020,,,,21.9%,,21.9%
Ulster Bank Ltd,THE ROYAL BANK OF SCOTLAND GROUP,no,01-07-2020 to 31-12-2020,46.5%,,24.5%,6.4%,0.0%,34.2%
Union Reiseversicherung AG,VBG VERSICHERUNGSBETEILIGUNGSVERW. MBH,no,01-04-2020 to 30-09-2020,,,,43.0%,,43.0%
Vanquis Bank Limited,PROVIDENT FINANCIAL PLC,no,01-07-2020 to 31-12-2020,35.4%,,,,,35.4%
Vitality Corporate Services Limited,RAND MERCHANT INVESTMENT HOLDINGS LTD,yes,01-07-2020 to 31-12-2020,,0.0%,,55.5%,0.0%,55.4%
Volkswagen Financial Services (UK) Limited,VOLKSWAGEN AG,no,01-07-2020 to 31-12-2020,,,,0.0%,,0.0%
